Time [s],HBX TX,HBX RX,RA RX,RA TX,DEC RX,DEC TX
0.898062042,1,1,1,1,1,1
0.898233708,1,1,1,0,1,1
0.898233750,1,0,1,0,1,1
0.898337708,1,0,1,1,1,1
0.898337792,1,1,1,1,1,1
0.898441750,1,1,1,0,1,1
0.898441792,1,0,1,0,1,1
0.898545750,1,0,1,1,1,1
0.898545833,1,1,1,1,1,1
0.898649792,1,1,1,0,1,1
0.898649833,1,0,1,0,1,1
0.898753792,1,0,1,1,1,1
0.898753875,1,1,1,1,1,1
0.898857833,1,1,1,0,1,1
0.898857875,1,0,1,0,1,1
0.898961833,1,0,1,1,1,1
0.898961875,1,1,1,1,1,1
0.899065875,1,1,1,0,1,1
0.899065917,1,0,1,0,1,1
0.899169875,1,0,1,1,1,1
0.899169917,1,1,1,1,1,1
0.899273917,1,1,1,0,1,1
0.899273958,1,0,1,0,1,1
0.899481958,1,0,1,1,1,1
0.899482000,1,1,1,1,1,1
0.899585958,1,1,1,0,1,1
0.899586000,1,0,1,0,1,1
0.899690000,1,0,1,1,1,1
0.899690042,1,1,1,1,1,1
0.899794000,1,1,1,0,1,1
0.899794083,1,0,1,0,1,1
0.899898042,1,0,1,1,1,1
0.899898083,1,1,1,1,1,1
0.900002042,1,1,1,0,1,1
0.900002125,1,0,1,0,1,1
0.900106083,1,0,1,1,1,1
0.900106167,1,1,1,1,1,1
0.900314125,1,1,1,0,1,1
0.900314167,1,0,1,0,1,1
0.900418125,1,0,1,1,1,1
0.900418208,1,1,1,1,1,1
0.900522167,1,1,1,0,1,1
0.900522208,1,0,1,0,1,1
0.901250292,1,0,1,1,1,1
0.901250375,1,1,1,1,1,1
0.901354333,1,1,1,0,1,1
0.901354375,1,0,1,0,1,1
0.901458333,1,0,1,1,1,1
0.901458417,1,1,1,1,1,1
0.901562375,1,1,1,0,1,1
0.901562417,1,0,1,0,1,1
0.901666375,1,0,1,1,1,1
0.901666458,1,1,1,1,1,1
0.901770417,1,1,1,0,1,1
0.901770458,1,0,1,0,1,1
0.902290542,1,0,1,1,1,1
0.902290583,1,1,1,1,1,1
0.902394583,1,1,1,0,1,1
0.902394625,1,0,1,0,1,1
0.902706625,1,0,1,1,1,1
0.902706708,1,1,1,1,1,1
0.902810667,1,1,1,0,1,1
0.902810708,1,0,1,0,1,1
0.903330750,1,0,1,1,1,1
0.903330833,1,1,1,1,1,1
0.903538792,1,1,1,0,1,1
0.903538833,1,0,1,0,1,1
0.903850833,1,0,1,1,1,1
0.903850917,1,1,1,1,1,1
0.903954875,1,1,1,0,1,1
0.903954917,1,0,1,0,1,1
0.904058875,1,0,1,1,1,1
0.904058958,1,1,1,1,1,1
0.904162917,1,1,1,0,1,1
0.904162958,1,0,1,0,1,1
0.904475000,1,0,1,1,1,1
0.904475042,1,1,1,1,1,1
0.904579000,1,1,1,0,1,1
0.904579083,1,0,1,0,1,1
0.904683042,1,0,1,1,1,1
0.904683083,1,1,1,1,1,1
0.904787083,1,1,1,0,1,1
0.904787125,1,0,1,0,1,1
0.904891083,1,0,1,1,1,1
0.904891167,1,1,1,1,1,1
0.905619250,1,1,1,0,1,1
0.905619292,1,0,1,0,1,1
0.905827250,1,0,1,1,1,1
0.905827333,1,1,1,1,1,1
0.906139333,1,1,1,0,1,1
0.906139375,1,0,1,0,1,1
0.906243333,1,0,1,1,1,1
0.906243417,1,1,1,1,1,1
0.906451417,1,1,1,0,1,1
0.906451458,1,0,1,0,1,1
0.906555417,1,0,1,1,1,1
0.906555500,1,1,1,1,1,1
0.906659458,1,1,1,0,1,1
0.906659500,1,0,1,0,1,1
0.906763458,1,0,1,1,1,1
0.906763542,1,1,1,1,1,1
0.906867500,1,1,1,0,1,1
0.906867542,1,0,1,0,1,1
0.907075542,1,0,1,1,1,1
0.907075583,1,1,1,1,1,1
0.907179583,1,1,1,0,1,1
0.907179625,1,0,1,0,1,1
0.907491625,1,0,1,1,1,1
0.907491667,1,1,1,1,1,1
0.918377708,0,1,0,1,0,1
0.918482000,1,1,1,1,1,1
0.918586042,0,1,0,1,0,1
0.918690375,1,1,1,1,1,1
0.918794417,0,1,0,1,0,1
0.918898750,1,1,1,1,1,1
0.919002792,0,1,0,1,0,1
0.919107083,1,1,1,1,1,1
0.919211167,0,1,0,1,0,1
0.919315458,1,1,1,1,1,1
0.919419542,0,1,0,1,0,1
0.919628042,1,1,1,1,1,1
0.919732083,0,1,0,1,0,1
0.919836375,1,1,1,1,0,1
0.919836417,1,1,1,1,1,1
0.919940458,0,1,0,1,0,1
0.920044750,1,1,1,1,1,1
0.920148792,1,1,1,1,0,1
0.920148833,0,1,0,1,0,1
0.920253125,1,1,1,1,1,1
0.920461375,0,1,0,1,0,1
0.920565667,1,1,1,1,1,1
0.920669708,1,1,1,1,0,1
0.920669750,0,1,0,1,0,1
0.921399125,1,1,1,1,1,1
0.921503208,0,1,0,1,0,1
0.921607500,1,1,1,1,1,1
0.921711542,1,1,1,1,0,1
0.921711583,0,1,0,1,0,1
0.922440958,1,1,0,1,0,1
0.922441000,1,1,1,1,1,1
0.922545042,0,1,0,1,0,1
0.922857708,1,1,1,1,1,1
